protein_group	protein_names	genes	description	Con1	Con2	Con3	Con4	Con5	Con6	Con7	Con8	Con9	Con10	Con11	Con12	Con13	Con14	Con15	KP1	KP2	KP3	KP4	KP5	KP6	KP7	KP8	KP9	KP10	KP11	KP12	KP13	KP14	KP15	CRKP1	CRKP2	CRKP3	CRKP4	CRKP5	CRKP6	CRKP7	CRKP8	CRKP9	CRKP10	CRKP11	CRKP12	CRKP13	CRKP14	CRKP15	QC_pool1	QC_pool2	QC_pool3
P23083	HV102_HUMAN	IGHV1-2	Immunoglobulin heavy variable 1-2	151130.0	178444.0	76881.2	140942.0	45725.7	68167.9	38935.3	12333.6	61450.9	59712.5	77986.7	34237.2	20780.6	102774.0	153957.0	48396.0	34664.8	25277.5	138177.0	14842.0	42299.0	70541.8	47359.0	98206.0	11988.6	45097.8	35646.4	30876.5	37367.8	46259.4	57525.8	34529.0	20956.9	22741.5	23266.2	19425.8	29440.6	46192.7	193060.0	12580.8	46901.7	83467.7	47951.0	67336.0	64859.0	35594.6	43001.3	38937.0
P23141	EST1_HUMAN	CES1	Liver carboxylesterase 1	10396.6	7174.1	4703.92	8469.53	7691.28	16671.4	45388.6	9588.2		12293.9	39694.7	53857.0	22843.2	15019.1	12319.5	17016.3	22513.6	19296.0	4652.1	301097.0	24851.9	12491.7	20819.4	16688.6	25895.5	25918.6	23264.0	11318.5	13670.9	17266.2	5564.02	20814.1	25865.3	13411.6	24195.1	23463.3	15555.6		9545.84	5797.28	8423.79	39842.4	23332.1	40739.8	38735.2	14134.6	17126.5	14776.0
P23142	FBLN1_HUMAN	FBLN1	Fibulin-1	1168380.0	1286150.0	1136780.0	1279520.0	2593040.0	1662800.0	1805920.0	816418.0	1270070.0	1209370.0	1113310.0	1629400.0	1163730.0	1392280.0	1051270.0	1761030.0	984168.0	1050030.0	1393630.0	2384570.0	1978580.0	1211160.0	4476250.0	2727850.0	924168.0	2156170.0	3604630.0	1038500.0	1609150.0	2530120.0	1001860.0	2386260.0	1549650.0	1318180.0	926427.0	830938.0	2291420.0	1723110.0	1167980.0	1450230.0	1527760.0	2610120.0	1875470.0	2361280.0	2290220.0	1145210.0	1159850.0	1154330.0
P23280	CAH6_HUMAN	CA6	Carbonic anhydrase 6	4014.36	4453.4		4397.6	4418.9	6798.84		8183.27	4952.01			8366.18		8551.65		11290.9	7553.84	11467.8					6807.21	8009.93					1753.05						5391.11	1334.12			2768.94							5112.33		
P23284	PPIB_HUMAN	PPIB	Peptidyl-prolyl cis-trans isomerase B	51882.6	53999.8	47889.0	54194.0	44618.9	95114.9	27205.1	32471.7	35222.2	31730.6	28716.0	19240.6	34244.9	25154.9	28796.7	25725.4	31327.7	34160.2	96030.8	25743.5	130546.0	21937.5	502021.0	42080.7	16698.7	81750.4	44076.0	28509.1	146771.0	108074.0	103641.0	78371.5	34826.6	52082.1	32288.6	28315.2	60240.4	33321.6	68676.5	57991.9	30140.7	86386.3	85597.2	77424.5	71862.3	41847.9	50904.3	44951.3
P23297	S10A1_HUMAN	S100A1	Protein S100-A1					1901.65		776.237												2138.78	2564.58			3972.37			5157.12				3026.16	8004.22		3411.02		5907.58	11070.4	4088.21	4565.21		57864.2		1591.89				9762.52	9063.63	8292.49
P23327	SRCH_HUMAN	HRC	Sarcoplasmic reticulum histidine-rich calcium-binding protein	11116.2	11262.6	3540.49	11106.0	78995.3	4010.01	4348.24	4506.33	2623.34			4112.8				4889.93			4929.37	11637.0			31108.7	5006.3	4102.94	6040.14	10925.5	3126.14	6072.22	5084.38	67677.8	3585.38		31685.1	8323.87	10083.1	5893.37	5146.9	4261.44	12445.7	6364.4	4752.24	5375.26	5881.58	4257.17	12067.2	12817.6	10631.3
P23381	SYWC_HUMAN	WARS1	Tryptophan--tRNA ligase, cytoplasmic	41378.1	45284.1	27734.4	28300.2	34449.7	27533.8	43394.5	17422.1	20832.1	18956.1	12359.8	33463.3	10363.9	16276.5	17346.1	18869.3	17230.3	26846.9	15185.7	145780.0	36731.6	18522.3	53597.6	32073.0	32020.0	35045.9	175957.0	28534.3	27299.6	41155.4	35004.2	35540.7	24388.2	119059.0	55810.0	43540.2	17665.2	66769.2	28145.8	18885.6	104447.0	25482.7	27817.3	42552.9	30153.1	45142.9	52172.4	48913.8
P23467	PTPRB_HUMAN	PTPRB	Receptor-type tyrosine-protein phosphatase beta	1106.73	642.519	1146.96	685.807	2407.16	774.574	1275.46		1221.01			971.081	633.272	1270.26					960.442	1622.68			1540.89	799.836	1761.2		1110.41			1075.28		767.255		1394.73				769.92		1013.21	1182.14		1034.59	1377.81		1153.73	1495.84	1809.33
P23470	PTPRG_HUMAN	PTPRG	Receptor-type tyrosine-protein phosphatase gamma	9594.92	9216.84	10623.8	10924.0	24275.0	9734.89	15004.7	21484.2	11012.6	11990.1	9907.67	16660.2	21807.6	10645.4	11331.5	13441.8	7762.67	3953.91	7709.29	18883.3	19982.2	15131.7	16840.1	15007.7	10416.3	12741.5	14054.3	8905.17	9946.99	11501.6	11050.3	13488.0	17932.3	48287.6	12796.7	11658.1	26223.5	17549.5	16102.0	6066.51	20487.7	13189.8	10621.0	14389.0	13267.5	13087.1	9444.81	12755.2
P23471	PTPRZ_HUMAN	PTPRZ1	Receptor-type tyrosine-protein phosphatase zeta	33669.4	33683.8	21495.7	34813.8	42645.9	19338.2	26408.0	17919.2	21530.9	22357.1	32696.3	29320.8	16704.0	33818.1	28987.0	18214.3	17629.2	17553.5	30878.6	16663.9	29871.3	19626.8	37903.3	24735.7	26379.2	23736.7	49099.3	25081.1	21426.8	16426.6	29450.5	17373.8	19204.1	26428.0	19699.5	21228.7	12187.6	19800.1	16810.1	19970.8	22166.1	25616.1	19552.5	34230.3	32721.7	23165.5	25549.9	23816.8
P23526	SAHH_HUMAN	AHCY	Adenosylhomocysteinase	10487.6	9141.7	8401.98	10153.7	9038.39	8579.88	10547.4		7715.67	9842.14	12854.4	6712.37	9373.31	12736.4	9585.8	6595.68	9171.02	6723.76	7991.01	22170.1	7667.38		8538.11	6085.04	6198.53	9506.21	12626.6		7475.8	11431.4	10131.4	8984.58	6003.67	21298.6	7513.19	8234.46	15408.3	5200.86	7728.36	8356.33		4847.44	6954.94	6000.19	7280.73	9544.01	8963.79	9807.62
P23528	COF1_HUMAN	CFL1	Cofilin-1	68330.1	66293.4	35887.8	55762.0	56349.0	83811.3	22377.1	53292.2	34193.4	28711.1	20549.9	19141.1	39485.0	19589.5	18162.3	7999.44	9133.33	18247.1	90856.5	4428.68		12488.1		30233.9	13950.8	47692.9	30469.9	14461.8	5764.32	72849.2	33657.9		19739.9	83482.6	17027.3	16900.1	58138.5	20339.0	33177.1	22615.2	25534.6	46549.5	4507.74	62720.5	62687.3	24858.1	23642.3	24213.4
P24043	LAMA2_HUMAN	LAMA2	Laminin subunit alpha-2	11662.1	11283.9	10711.1	12202.5	42862.8	13523.4	20682.9	9586.3	9995.63	11948.6	14953.2	13283.1		11530.5	13366.4	6401.49	16596.9	19165.3	11815.5	67517.4	20398.0	15748.3	36036.7	14909.1	12816.1	26052.1	29495.3	5830.76	19292.2	30627.3	12208.8	17915.6	8548.46	22604.9	8467.67	7859.51	15279.2	11616.0	26201.8	16176.5	11357.7	15932.1	13873.6	18332.2	17544.2	14615.6	12889.6	15364.4
P24158	PRTN3_HUMAN	PRTN3	Myeloblastin	62113.2	66649.7	18432.8	63099.9	6616.32	37937.9	18915.2	32182.0	17592.7	44637.8	45415.3	19482.6	77467.4	28650.8	31539.5	32833.1	16609.6	20518.4	67421.5	1967.76	2685.22	16949.2		42471.7	46769.1	73335.8	41649.1	40117.7	14113.1	70509.0	119334.0		28230.6	203896.0	22026.2	25015.5	66756.0	58306.5	98417.8	89559.9	50739.9	61289.0		61643.0	62373.4	55171.4	50307.2	56426.6
P24298	ALAT1_HUMAN	GPT	Alanine aminotransferase 1	3809.94	3894.27	5900.59	3354.72	3694.03		14824.0	2251.68	4873.54		2044.81	11481.5	5903.68	4200.26	8139.55	8665.56	6522.45	6912.16	14481.0	53996.9		9547.26	3912.33	1046.34	21880.4	6365.1	2263.16	19947.5	8966.97	8296.62	10662.5		6828.98	25450.1	25760.6	29140.7			6290.09	18373.5		24439.8	7151.06	24036.8	25526.8	12714.9	9679.5	12828.8
P24387	CRHBP_HUMAN	CRHBP	Corticotropin-releasing factor-binding protein	5649.18	5060.46	6138.66	6995.12	4347.3	5019.77	7546.72	4569.55	3321.98	10770.3	9729.41	5139.27		3914.7	5656.08	7707.42	7612.63	6658.44	5161.66	5092.49	8402.5	6599.55	10221.8	3666.43	4369.64	6355.59	7295.57	4528.05	7426.09	11281.2	11972.2	18428.7	5968.5	6703.22	8595.52	6424.57	9638.67	9110.19		12172.7	6385.05	9862.54	15100.2	7167.4	9275.55	4805.45	7488.53	10253.3
P24534	EF1B_HUMAN	EEF1B2	Elongation factor 1-beta	30713.5	30227.7	5712.01	26098.7	10422.6	8341.77	5341.66	7029.42		8876.1		8406.73		5454.75					18539.2	10668.1		8144.71		9115.43	13032.6	9519.5	9553.36		10168.6	19010.7	14520.6		11703.2	50877.5	10334.6	9974.83	22454.3	9379.93	26337.5	12675.2	10607.7	10153.6		8117.77	9305.38	11564.2	16217.1	14385.6
P24592	IBP6_HUMAN	IGFBP6	Insulin-like growth factor-binding protein 6	13292.4	11164.2	11571.0	10447.9	54362.0	13475.7	13278.9	29203.8	12679.5	18119.6	20803.3	18694.4	30284.9	8276.18	19617.2	21076.6	10612.3	10315.7	12499.5	21421.7	37959.0	20043.0	33517.9	16515.5	25087.9	9054.07	12253.4	21697.5	24287.5	14062.2	39251.0	20085.7	38861.5	103126.0	19033.6	18847.8	90543.8	84542.7	19573.9	18229.0	76735.2	15395.9	14534.1	15481.4	13552.8	33545.6	33290.0	33120.7
P24593	IBP5_HUMAN	IGFBP5	Insulin-like growth factor-binding protein 5	48809.8	24406.9	27923.6	53252.1	110944.0	62662.7	34013.6	75814.6	38750.6	47620.7	39166.5	31421.1	115932.0	48069.8	58086.5	63943.5	38213.5	40781.1	45250.4	32092.9	125673.0	66204.0	33274.1	44223.6	30257.2	37175.0	21594.0	28528.1	38534.3	19769.9	62451.7	13317.6	34847.8	20147.4	19174.8	19330.1	15002.5	78328.5	42789.1	71077.4	78168.6	42048.5	11016.5	52977.7	41619.8	41954.3	37420.5	39854.2
P24666	PPAC_HUMAN	ACP1	Low molecular weight phosphotyrosine protein phosphatase	5874.58	5276.23		6100.33		7869.25	4237.09	3243.53				3129.83														5691.75	3565.14	4133.9				4088.08		5320.2	3350.83	4368.26	9372.09	2720.43					5663.55	3366.97	3531.51			
P24752	THIL_HUMAN	ACAT1	Acetyl-CoA acetyltransferase, mitochondrial		3571.04		2390.74								3171.49	2110.4	1397.91			4704.54	4309.4		17395.7		3466.66	924.462			1790.96			1803.91					2603.94					4670.89	3371.36		4903.58		5990.82	4936.58			
P24821	TENA_HUMAN	TNC	Tenascin	87856.0	98057.4	57673.9	88738.2	111449.0	82509.7	71453.3	23267.9	59995.1	34169.2	42429.0	61965.8	53605.1	76610.5	52533.1	59204.4	33051.5	38002.6	109317.0	329461.0	140275.0	108946.0	148038.0	151959.0	141028.0	229775.0	531980.0	60552.4	134203.0	224233.0	199949.0	130669.0	138375.0	177502.0	184145.0	180344.0	229834.0	577797.0	144737.0	279893.0	558791.0	128892.0	122250.0	126814.0	128772.0	147044.0	150666.0	149743.0
P24844	MYL9_HUMAN	MYL9	Myosin regulatory light polypeptide 9	27588.0	30618.9	12221.2	24135.0	23297.8	39563.7	10740.0	20264.1	10499.4	10334.8	13524.9	14240.2	10681.7	13857.6	17098.7		9728.86	9821.92	77944.5	10584.3		10129.6	13445.1	20164.7	23064.6	31791.7	22384.3	12591.5	10487.5	68646.8	34964.9		10962.0	89596.6	9499.42	11496.4	33279.1	11226.6	29971.1	20691.4	10074.7	69114.9	5251.67	67183.7	65369.9	32643.4	33455.5	34857.3
P24855	DNAS1_HUMAN	DNASE1	Deoxyribonuclease-1	9152.75	12523.8	4427.79	12454.4		4705.97			4370.55	6234.41	6170.33					4302.91	3597.71			4619.03				6497.98		8135.04	11408.7	5660.29		2377.38					4792.11	4660.0		3530.97		4562.84	3112.68	9006.34		10844.8	7506.89	4517.58	3177.97	
P25311	ZA2G_HUMAN	AZGP1	Zinc-alpha-2-glycoprotein	118888.0	76301.3	100524.0	97174.5	209582.0	170544.0	140641.0	245983.0	172328.0	744728.0	1222840.0	407353.0	1711230.0	1445200.0	385652.0	299063.0	419867.0	259630.0	432845.0	318287.0	2175880.0	1035720.0	424752.0	319718.0	599467.0	76331.5	104955.0	474320.0	101361.0	253925.0	150248.0	71548.8	174267.0	148140.0	151550.0	137430.0	109115.0	89470.6	77399.7	421128.0	155105.0	76661.8	82971.2	89119.1	191068.0	736195.0	625319.0	653541.0
P25325	THTM_HUMAN	MPST	3-mercaptopyruvate sulfurtransferase	4087.65	5253.23		7145.2	2003.51	2883.47								1393.7												4143.1	2295.07			1471.46			1447.39				5283.58		2642.02			3480.35		2309.1	2083.93			
P25705	ATPA_HUMAN	ATP5F1A	ATP synthase subunit alpha, mitochondrial	14117.7	13937.4	17152.4	16402.9	9617.46	17550.3	11848.3	12509.3	18362.3	10654.9	21385.0	7341.59		14674.6	18438.3	11279.1			15755.2	12633.3	15477.2	4049.07	9802.91	3559.28		12093.5	6705.51	13335.0		13713.5	10254.7		9252.07	13362.8		4376.11	8851.97			10234.8	9674.2	7264.2	7347.1	11682.1	6275.04	7609.74	5916.77	16580.5
P25786	PSA1_HUMAN	PSMA1	Proteasome subunit alpha type-1	82106.1	95153.5	65110.1	86799.3	118524.0	55278.0	110997.0	60942.2	67654.5	78144.1	80207.6	101958.0	84006.6	103019.0	63328.0	75914.4	68729.5	63906.4	172469.0	360683.0	51176.5	241622.0	234828.0	66220.6	140306.0	214981.0	362284.0	72485.4	118294.0	202040.0	460757.0	68567.6	80398.9	207571.0	92867.1	86567.0	166327.0	161088.0	220378.0	321236.0	162722.0	54391.7	67253.5	62732.3	54494.8	135972.0	131756.0	137406.0
P25787	PSA2_HUMAN	PSMA2	Proteasome subunit alpha type-2	56424.2	66345.9	39416.8	57559.6	70768.5	40031.2	63131.3	40580.2	40116.4	58766.4	47452.5	77660.9	50877.2	62967.4	34258.5	47723.4	45355.1	39098.1	105745.0	255041.0	17118.0	167917.0	163048.0	35603.4	98096.7	155466.0	218658.0	56603.5	81007.5	131346.0	280012.0	36139.8	56591.8	145050.0	58380.4	58382.5	118910.0	112245.0	159866.0	201536.0	113060.0	32653.0	50284.6	47249.2	39940.4	108293.0	115624.0	104925.0
P25788	PSA3_HUMAN	PSMA3	Proteasome subunit alpha type-3	48111.4	48107.7	34010.6	40856.7	62075.6	32422.2	76625.4	39480.6	42775.4	34360.6	32722.3	67138.2	38853.2	45501.4	37253.3	41473.1	38104.2	36054.9	102031.0	241751.0	21497.6	118877.0	112392.0	46360.7	86243.2	127505.0	225100.0	49845.4	71819.3	130831.0	244076.0	47472.3	58034.0	122671.0	53228.3	46059.6	99498.1	90498.8	91318.8	176330.0	95945.6	32849.4	40557.0	38909.3	36657.7	90396.2	100448.0	96963.1
P25789	PSA4_HUMAN	PSMA4	Proteasome subunit alpha type-4	57747.4	54672.1	43132.8	60249.0	70190.8	26978.0	62641.3	30990.8	31838.5	36197.1	44883.0	61132.4	35714.3	43381.5	33867.1	36032.0	37646.6	37387.2	88096.1	246619.0	14937.1	107758.0	135929.0	42640.2	81695.4	159809.0	270723.0	50541.3	79688.0	145201.0	314964.0	47872.6	50439.4	164560.0	67208.6	59497.2	125996.0	122496.0	145929.0	217633.0	120211.0	41908.7	47107.9	36738.4	38119.1	96993.0	97923.9	94600.8
P25815	S100P_HUMAN	S100P	Protein S100-P	2804.26	4072.09		6334.58	3321.18		7560.22	4803.49	4431.76	19655.0	12312.7	3897.53	7401.13	7030.74		5639.76	1919.61	4155.09	13300.4	1899.79					8275.21	9313.4	3481.08	8472.5	3239.95	12445.0	27349.2		3990.02	49736.6	4450.19		9702.78	8967.6	28813.3	12314.4	9701.7	4629.9		7540.95	8645.36	12026.3	14180.0	9256.7
P26022	PTX3_HUMAN	PTX3	Pentraxin-related protein PTX3	33051.7	35187.7	28693.3	35352.7	15920.5	11725.7	7651.58	6410.75	28774.8	5539.95	19124.3	8570.63	6490.24	7024.1	16786.4	6642.64	5106.59	9796.55	36771.1	104139.0	91660.2	11159.7	91470.7	72817.3	33279.6	59896.0	182679.0	18361.4	73770.0	56963.8	674834.0	92004.2	34875.5	188340.0	32133.2	30245.9	388649.0	35253.3	55147.3	126637.0	31473.9	28643.7	97708.0	35655.3	32144.2	94076.3	96928.8	101361.0
P26038	MOES_HUMAN	MSN	Moesin	95918.6	103964.0	46059.6	92349.0	81145.6	59867.4	54631.7	44395.2	42945.3	42885.9	38069.7	46353.4	44875.9	63714.2	44081.8	40040.0	43365.9	40093.4	70904.2	126082.0	31846.9	45688.8	195394.0	51030.5	62378.1	106088.0	110354.0	34543.3	54489.2	105686.0	93373.6	43850.9	54357.0	161368.0	47219.7	50199.2	68354.4	78161.5	114386.0	77664.1	74043.0	71279.2	41230.6	73437.3	73624.7	62131.3	64440.0	65072.3
P26368	U2AF2_HUMAN	U2AF2	Splicing factor U2AF 65 kDa subunit	4296.58	15884.6	2694.83								2055.91																				4762.64							1834.21				2710.03						
P26572	MGAT1_HUMAN	MGAT1	Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	26468.2	26295.5	31512.3	25940.1	35228.9	36209.7	49406.4	24462.3	33788.1	31408.1	66568.8	49156.0	41811.7	32564.6	29871.9	40065.7	36821.4	42263.2	48742.5	68831.1	88270.9	89904.5	77638.7	39481.2	57829.5	66193.8	78101.8	45673.8	87013.2	58081.0	69512.5	90705.6	68564.8	58081.7	83378.8	79526.9	56522.9	74627.9	82144.9	55928.2	73825.3	48947.5	100767.0	45082.0	46998.0	59792.4	59677.1	56079.5
P26583	HMGB2_HUMAN	HMGB2	High mobility group protein B2	29407.2	31913.0	13863.5	32604.6	7550.53	17411.7		24132.5	15240.5	36174.9			26596.2						28747.6						42592.0	9649.91				28245.9	46531.7	12005.9		197671.0	29921.4	18170.8	16098.3		31983.2	14387.2				18080.2	18221.1	24980.9	22589.7	29024.0
P26639	SYTC_HUMAN	TARS1	Threonine--tRNA ligase 1, cytoplasmic	5978.19	8341.12		5498.53	2418.71																			4098.07		1870.65	4391.35			2825.83	2744.04			11438.0	3646.35				3305.21			1859.84		2585.1			2563.47	
P26641	EF1G_HUMAN	EEF1G	Elongation factor 1-gamma	22593.6	20970.9		23741.8	2578.35	11704.2		4095.7						7301.83			2672.24		28479.2	7240.08		3878.67		7476.64		8586.75	10434.0			33485.4	8850.41			28852.9	3532.01		15824.8	4108.56	11950.3	6046.79	6098.9	16594.4		16426.5	15372.0	7260.73	7664.46	8724.77
P26927	HGFL_HUMAN	MST1	Hepatocyte growth factor-like protein	506656.0	507389.0	597961.0	506045.0	559548.0	646912.0	633321.0	595880.0	638025.0	685062.0	575401.0	624529.0	521105.0	570748.0	602840.0	486935.0	666092.0	752656.0	515381.0	614538.0	664923.0	576362.0	455978.0	550180.0	301522.0	514356.0	542591.0	453471.0	609614.0	417655.0	493565.0	519779.0	577649.0	738933.0	553040.0	556357.0	361931.0	288368.0	245442.0	328325.0	268278.0	525314.0	426483.0	549032.0	550907.0	394742.0	423969.0	390952.0
P27105	STOM_HUMAN	STOM	Stomatin	20862.0	24911.4	12695.7	28520.3	27841.8	33648.4	9710.29	28743.3	9919.56	15027.9	8007.23	15590.9	11039.9	27863.1	7150.52	7728.49	5914.16	7778.93	45580.0	7168.8		6053.21	2921.15	17935.2	11899.7	30979.3	9210.8	13516.9		34475.9	21312.3		6268.26	19547.3	7555.1	7250.8	19126.7	7811.93	21041.6	5589.76	8776.53	21268.3		22253.9	21420.2	11512.4	13881.2	13520.9
P27169	PON1_HUMAN	PON1	Serum paraoxonase/arylesterase 1	8331260.0	9692940.0	5867330.0	9038490.0	4310400.0	9687590.0	5146320.0	7704020.0	5257990.0	4404580.0	4746880.0	5372830.0	5470780.0	4939490.0	4522690.0	5486950.0	7972640.0	8547970.0	4593180.0	6787300.0	4530820.0	3980860.0	3726780.0	7975480.0	4317840.0	4231120.0	4713830.0	4517420.0	5175280.0	4085840.0	4721290.0	4606810.0	5747590.0	3164650.0	4152380.0	4180670.0	3923690.0	3547560.0	4265930.0	4513220.0	3621590.0	5934550.0	4578210.0	5619210.0	5345230.0	3871240.0	3743480.0	4008610.0
P27487	DPP4_HUMAN	DPP4	Dipeptidyl peptidase 4			7434.08				7850.42	8067.44	8763.41	9210.54	7585.87	9391.08		6411.75					6024.14	7589.79	16245.4	8340.41			6407.76	3872.66	4082.83			3316.49		5508.61						5265.67				9119.25		7369.29	7376.56	5931.99	6351.75	7123.1
P27708	PYR1_HUMAN	CAD	Multifunctional protein CAD	1183.06	2219.59	1154.78	1382.45																							582.515																					
P27797	CALR_HUMAN	CALR	Calreticulin	200649.0	203792.0	140587.0	220775.0	796896.0	99833.1	164186.0	124411.0	136402.0	99217.4	247582.0	168599.0	157460.0	118654.0	193414.0	125326.0	89963.5	120203.0	280829.0	246567.0	187222.0	296621.0	330719.0	306592.0	237524.0	271894.0	289322.0	231951.0	278942.0	459531.0	569089.0	150642.0	467704.0	1257500.0	251659.0	275340.0	470518.0	509720.0	465106.0	245178.0	599584.0	225300.0	194307.0	270082.0	265014.0	440648.0	420998.0	394380.0
P27824	CALX_HUMAN	CANX	Calnexin	63972.7	56115.4	79248.5	69624.2	142815.0	34324.5	57230.0	27640.4	62798.9	23766.7	71075.6	56304.8	42407.3	47638.1	67846.1	30836.1	25939.5	24732.4	45484.2	68907.8	19889.4	87504.7	63687.1	48327.4	96272.1	141386.0	144184.0	50718.1	60844.1	135024.0	107779.0	43903.6	75967.3	432759.0	120743.0	111747.0	121473.0	165740.0	101867.0	66955.4	168240.0	108444.0	47057.6	91607.9	99195.5	117915.0	116147.0	128843.0
P27918	PROP_HUMAN	CFP	Properdin	74457.0	55307.4	113032.0	70862.3	96762.3	71309.9	159126.0	78408.3	92402.1	47937.3	46730.9	115238.0	107709.0	49895.2	108886.0	63132.0	86278.4	139027.0	47537.1	60209.2	47221.8	148337.0	30438.5	90382.0	133122.0	33698.1	48757.4	90178.4	57066.8	43818.0	66657.2	36572.7	66961.1	62767.3	85136.3	75127.6	49104.7	84032.2	75802.0	25648.5	87663.6	70705.8	49461.3	73591.2	47884.7	56438.2	42200.3	36966.4
P27930	IL1R2_HUMAN	IL1R2	Interleukin-1 receptor type 2	1696.14		1037.89				1642.18					2276.4						1448.86	2029.09	4597.28			1349.27		8152.18		782.996		2896.06	2186.39	3951.7	1393.87	2465.01	1986.29			3699.39	3595.84	5570.27	1104.76			1900.58	1638.67				1787.12
P28062	PSB8_HUMAN	PSMB8	Proteasome subunit beta type-8	27454.8	27589.9	27759.6	28601.2	32583.6	14572.2	37722.8	17146.3	23607.2	26756.1	16467.7	29385.0	31181.9	24085.0	19954.0	18625.1	14620.9	13449.1	46701.2	90597.7		94149.8	73620.7	24020.0	40048.6	71595.6	154344.0	23232.3	50477.1	84109.3	120354.0	20840.2	22763.4	86427.7	26789.5	24573.1	37196.3	63713.2	92879.7	81099.0	64644.2	24633.8	20084.2	24804.6	22934.1	34670.9	43312.8	40497.5
P28065	PSB9_HUMAN	PSMB9	Proteasome subunit beta type-9	15350.0	18051.8	14643.2	15277.5	15398.9	6914.13	18892.2	13943.8	14418.4	11431.1	17070.0	12466.9	18833.0	28935.5	9512.8	11526.9	9460.91	11269.5	29675.6	77193.5	9643.69	51746.4	51839.8	15393.1	28204.0	44852.4	137357.0	16054.5	29481.5	44130.4	83946.7	9478.17	12445.2	44793.9	16050.5	14586.8	18641.3	46784.1	52234.0	44366.0	45563.5	11736.2	6678.23	12083.4	13760.6	20998.5	28759.6	24796.9
P28066	PSA5_HUMAN	PSMA5	Proteasome subunit alpha type-5	80732.4	85003.2	67626.6	79235.5	114757.0	63542.7	104001.0	57627.0	64478.1	82869.8	93920.9	104357.0	77093.8	90003.2	59722.9	71385.8	64885.3	64941.4	149403.0	333551.0	41416.6	259326.0	208729.0	59917.0	129107.0	209735.0	301403.0	82245.8	105764.0	209649.0	426660.0	62619.5	83598.3	183715.0	80405.2	75233.5	143472.0	152913.0	196449.0	311997.0	164082.0	54266.2	61522.2	58366.4	58118.2	141771.0	139235.0	140595.0
P28070	PSB4_HUMAN	PSMB4	Proteasome subunit beta type-4	33178.6	37441.3	26971.4	36807.4	44065.6	27234.9	42670.4	24274.5	28640.0	26524.3	35843.7	44806.4	29823.1	32922.1	19343.7	29225.4	25381.4	29087.8	59029.0	140739.0	13148.4	94788.9	86605.1	23856.1	56340.0	92783.0	133081.0	31702.0	53394.7	92995.6	166434.0	24796.0	38640.0	78524.4	40372.3	36772.1	66733.0	70613.0	91386.0	112813.0	78580.0	24771.3	25867.0	29158.0	27275.1	68710.5	60869.1	67973.7
P28072	PSB6_HUMAN	PSMB6	Proteasome subunit beta type-6	25784.6	22514.8	14452.6	30090.6	36521.7	21293.5	22448.3	12186.9	17971.9	19043.5	23155.6	22698.8	28144.8	25570.8	32812.9	39243.6	15100.5	21550.5	35674.1	120173.0	7581.15	92308.0	52770.4	64120.4	47913.5	55666.6	52709.7	19991.5	28831.0	82736.3	142149.0	15432.5	45776.6	45352.9	19687.5	15960.1	54938.8	27842.5	50708.6	89728.9	45008.7	14584.9	15413.3	21646.0	13044.2	28469.3	29328.1	31841.5
P28074	PSB5_HUMAN	PSMB5	Proteasome subunit beta type-5	31472.2	30624.8	23771.5	23976.8	30562.1	21452.8	27473.7	16790.7	16802.1	39681.9	41289.0	33738.9	37484.4	31493.6	17636.6	30518.9	22483.4	23538.9	34290.7	77705.9		86833.5	59266.6	20723.3	38908.4	78342.3	64768.8	14879.1	24546.5	44494.7	101966.0	20742.8	30388.8	30508.2	14873.2	22208.9	40120.7	30584.9	30463.4	98745.9	38716.3	10403.0	17362.1	13234.0	11944.9	33569.1	35151.9	34901.0
P28676	GRAN_HUMAN	GCA	Grancalcin	7079.19	6263.16		7661.94	4144.03	9867.4	4740.39	4316.28	3727.84	14101.3	3575.96					5144.11			12055.9					8509.97	9574.79	8743.52	15539.2			20648.1	13840.9		3996.18	66160.7	5665.02	2705.58	14476.0	20865.4	19573.7	5639.23	21295.5	9505.95		12570.1	10377.8	13694.4	12555.4	13054.9
P28827	PTPRM_HUMAN	PTPRM	Receptor-type tyrosine-protein phosphatase mu	8023.08	7881.16	6910.34	8705.77	8948.1	13078.9	9588.91	11060.8	8126.73	8030.13	14110.5	12013.1	4138.52	19907.5		8467.47	5110.7	7420.97	7308.93	10940.2	8856.84	7499.51	5179.2	9990.65	16438.0	9976.43	16535.4		6148.05	10896.2	5154.15	6354.84	3355.29	7646.62	4978.0	6767.17	7361.8	10078.2	9167.99	6869.49	9732.2	14510.0	4061.96	13390.5	15061.5	8531.53	10032.6	7454.43
P29122	PCSK6_HUMAN	PCSK6	Proprotein convertase subtilisin/kexin type 6	9123.7	8631.75	23406.7	9940.7	8141.5	19964.8	11321.3	25270.4	23118.2	8805.43	9079.47	12341.3	9793.67	14281.5	13819.0	6712.13	12649.1	12283.1	16192.8	8427.35	6087.12	7340.35	3839.85	4324.05	5532.91	17362.9	7257.86	19709.4	8083.43	13313.6	12303.3	6593.05	9295.37	7394.61	11946.2	11420.3	8855.15	14294.6	19474.9	8322.52	16054.6	13276.7	6041.16	14217.2	14112.4	12554.8	12009.5	12567.5
